id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,en_lista,primer_apellido,segundo_apellido,nombres,votos,curules
619940252,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15621,RONDON,Municipal,,994,,RESTO DE VOTACION,,,519,0
619940252,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15621,RONDON,Municipal,,998,,VOTOS NULOS,,,59,0
619940252,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15621,RONDON,Municipal,,999,,VOTOS EN BLANCO,,,28,0
619940253,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15632,SABOYA,Municipal,18490002,51,1,ANTONIO,C,JOSE ALIRIO,2326,1
619940253,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15632,SABOYA,Municipal,,994,,RESTO DE VOTACION,,,1869,0
619940253,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15632,SABOYA,Municipal,,998,,VOTOS NULOS,,,240,0
619940253,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15632,SABOYA,Municipal,,999,,VOTOS EN BLANCO,,,28,0
619940254,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15638,SACHICA,Municipal,18490002,51,1,MONROY,B,HENRY EUSTORGIO,395,1
619940254,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15638,SACHICA,Municipal,,994,,RESTO DE VOTACION,,,691,0
619940254,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15638,SACHICA,Municipal,,998,,VOTOS NULOS,,,30,0
619940254,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15638,SACHICA,Municipal,,999,,VOTOS EN BLANCO,,,2,0
619940255,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15646,SAMACA,Municipal,18480001,51,1,LOPEZ,RODRIGUEZ,TERCERO AZAEL,1936,1
619940255,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15646,SAMACA,Municipal,,994,,RESTO DE VOTACION,,,1555,0
619940255,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15646,SAMACA,Municipal,,998,,VOTOS NULOS,,,132,0
619940255,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15646,SAMACA,Municipal,,999,,VOTOS EN BLANCO,,,18,0
619940256,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Municipal,18480001,51,1,CUBIDES,PARADA,CIRO,391,1
619940256,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Municipal,,994,,RESTO DE VOTACION,,,369,0
619940256,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Municipal,,998,,VOTOS NULOS,,,58,0
619940256,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Municipal,,999,,VOTOS EN BLANCO,,,6,0
619940257,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Municipal,18480001,51,1,AGUILERA,DE MUNOZ,AGLAE,677,1
619940257,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Municipal,,994,,RESTO DE VOTACION,,,1596,0
619940257,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Municipal,,998,,VOTOS NULOS,,,87,0
619940257,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Municipal,,999,,VOTOS EN BLANCO,,,10,0
619940258,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Municipal,18480001,51,1,BULLA,DUENAS,BENJAMIN,1751,1
619940258,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Municipal,,994,,RESTO DE VOTACION,,,652,0
619940258,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Municipal,,998,,VOTOS NULOS,,,50,0
619940258,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Municipal,,999,,VOTOS EN BLANCO,,,19,0
619940259,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15673,SAN MATEO,Municipal,19920005,51,1,DUARTE,S,EMIRO GUSTAVO,1433,1
619940259,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15673,SAN MATEO,Municipal,,994,,RESTO DE VOTACION,,,552,0
619940259,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15673,SAN MATEO,Municipal,,998,,VOTOS NULOS,,,129,0
619940259,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15673,SAN MATEO,Municipal,,999,,VOTOS EN BLANCO,,,6,0
619940260,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Municipal,18490002,51,1,OSPINA,ANDRADE,HERNANDO,586,1
619940260,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Municipal,,994,,RESTO DE VOTACION,,,562,0
619940260,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Municipal,,998,,VOTOS NULOS,,,56,0
619940260,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Municipal,,999,,VOTOS EN BLANCO,,,30,0
619940261,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Municipal,18490002,51,1,OBANDO,PAR,CARLOS HERNAN,1510,1
619940261,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Municipal,,994,,RESTO DE VOTACION,,,692,0
619940261,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Municipal,,998,,VOTOS NULOS,,,104,0
619940261,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Municipal,,999,,VOTOS EN BLANCO,,,24,0
619940262,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15686,SANTANA,Municipal,18480001,51,1,BLANCO,SANCHEZ,HIDALGO,1561,1
619940262,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15686,SANTANA,Municipal,,994,,RESTO DE VOTACION,,,1377,0
619940262,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15686,SANTANA,Municipal,,998,,VOTOS NULOS,,,100,0
619940262,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15686,SANTANA,Municipal,,999,,VOTOS EN BLANCO,,,7,0
619940263,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15690,SANTA MARIA,Municipal,19949999,51,1,FORERO,G,OMAR HERNANDO,942,1
619940263,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15690,SANTA MARIA,Municipal,,994,,RESTO DE VOTACION,,,486,0
619940263,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15690,SANTA MARIA,Municipal,,998,,VOTOS NULOS,,,34,0
619940263,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15690,SANTA MARIA,Municipal,,999,,VOTOS EN BLANCO,,,11,0
619940264,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Municipal,19949999,51,1,PUERTO,C,JAIRO HUMBERTO,1713,1
619940264,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Municipal,,994,,RESTO DE VOTACION,,,1421,0
619940264,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Municipal,,998,,VOTOS NULOS,,,100,0
619940264,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Municipal,,999,,VOTOS EN BLANCO,,,23,0
619940265,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Municipal,18490002,51,1,FAJARDO,R,AURO ALBERTO,661,1
619940265,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Municipal,,994,,RESTO DE VOTACION,,,659,0
619940265,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Municipal,,998,,VOTOS NULOS,,,72,0
619940265,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Municipal,,999,,VOTOS EN BLANCO,,,6,0
619940266,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15720,SATIVANORTE,Municipal,18490002,51,1,APARICIO,,SEGUNDO MOISES,644,1
619940266,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15720,SATIVANORTE,Municipal,,994,,RESTO DE VOTACION,,,850,0
619940266,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15720,SATIVANORTE,Municipal,,998,,VOTOS NULOS,,,84,0
619940266,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15720,SATIVANORTE,Municipal,,999,,VOTOS EN BLANCO,,,22,0
619940267,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15723,SATIVASUR,Municipal,18490002,51,1,RINCON,,GUSTAVO,390,1
619940267,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15723,SATIVASUR,Municipal,,994,,RESTO DE VOTACION,,,328,0
619940267,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15723,SATIVASUR,Municipal,,998,,VOTOS NULOS,,,25,0
619940267,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15723,SATIVASUR,Municipal,,999,,VOTOS EN BLANCO,,,4,0
619940268,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15740,SIACHOQUE,Municipal,18480001,51,1,GALINDO,B,HECTOR ALONSO,925,1
619940268,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15740,SIACHOQUE,Municipal,,994,,RESTO DE VOTACION,,,1350,0
619940268,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15740,SIACHOQUE,Municipal,,998,,VOTOS NULOS,,,120,0
619940268,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15740,SIACHOQUE,Municipal,,999,,VOTOS EN BLANCO,,,11,0
619940269,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15753,SOATA,Municipal,18490002,51,1,SEPULVEDA,A,LUIS ARGELIO,2373,1
619940269,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15753,SOATA,Municipal,,994,,RESTO DE VOTACION,,,1080,0
619940269,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15753,SOATA,Municipal,,998,,VOTOS NULOS,,,162,0
619940269,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15753,SOATA,Municipal,,999,,VOTOS EN BLANCO,,,26,0
619940270,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15755,SOCOTA,Municipal,19940029,51,1,MENDIVELSO,B,ARQUIMEDES,1324,1
619940270,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15755,SOCOTA,Municipal,,994,,RESTO DE VOTACION,,,1978,0
619940270,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15755,SOCOTA,Municipal,,998,,VOTOS NULOS,,,117,0
619940270,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15755,SOCOTA,Municipal,,999,,VOTOS EN BLANCO,,,28,0
619940271,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15757,SOCHA,Municipal,18490002,51,1,NINO,ESTUPINAN,PEDRO ELIAS,1315,1
619940271,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15757,SOCHA,Municipal,,994,,RESTO DE VOTACION,,,1555,0
619940271,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15757,SOCHA,Municipal,,998,,VOTOS NULOS,,,116,0
619940271,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15757,SOCHA,Municipal,,999,,VOTOS EN BLANCO,,,6,0
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,18480001,50,1,ALVAREZ,PEREZ,ORLANDO,3282,0
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,18480001,51,1,PIRAGAUTA,R,HECTOR ORLANDO,6629,0
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,19949999,52,1,SUAREZ,NINO,GUSTAVO,16535,1
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,18480001,53,1,IZQUIERDO,DE R,CLAUDIA HELENA,586,0
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,18480001,54,1,CHAPARRO,ALVARADO,GERMAN,68,0
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,,998,,VOTOS NULOS,,,911,0
619940272,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15759,SOGAMOSO,Municipal,,999,,VOTOS EN BLANCO,,,450,0
619940273,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15761,SOMONDOCO,Municipal,18490002,51,1,VACA,SANCHEZ,LUIS EVARISTO,1499,1
619940273,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15761,SOMONDOCO,Municipal,,994,,RESTO DE VOTACION,,,0,0
619940273,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15761,SOMONDOCO,Municipal,,998,,VOTOS NULOS,,,55,0
619940273,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15761,SOMONDOCO,Municipal,,999,,VOTOS EN BLANCO,,,36,0
619940274,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15762,SORA,Municipal,18490002,51,1,RABA,,ROBERTO RAFAEL,519,1
619940274,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15762,SORA,Municipal,,994,,RESTO DE VOTACION,,,0,0
619940274,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15762,SORA,Municipal,,998,,VOTOS NULOS,,,98,0
619940274,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15762,SORA,Municipal,,999,,VOTOS EN BLANCO,,,135,0
619940275,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15763,SOTAQUIRA,Municipal,18480001,51,1,ALONSO,DE RI,AURA ALICIA,979,1
619940275,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15763,SOTAQUIRA,Municipal,,994,,RESTO DE VOTACION,,,1315,0
619940275,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15763,SOTAQUIRA,Municipal,,998,,VOTOS NULOS,,,110,0
619940275,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15763,SOTAQUIRA,Municipal,,999,,VOTOS EN BLANCO,,,6,0
619940276,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15764,SORACA,Municipal,18480001,51,1,ARQUIMEDES,BERNAL,PEDRO,1334,1
619940276,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15764,SORACA,Municipal,,994,,RESTO DE VOTACION,,,891,0
619940276,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15764,SORACA,Municipal,,998,,VOTOS NULOS,,,64,0
619940276,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15764,SORACA,Municipal,,999,,VOTOS EN BLANCO,,,13,0
619940277,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15774,SUSACON,Municipal,18490002,51,1,JOYA,PALENCIA,ERNESTO,980,1
619940277,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15774,SUSACON,Municipal,,994,,RESTO DE VOTACION,,,618,0
619940277,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15774,SUSACON,Municipal,,998,,VOTOS NULOS,,,61,0
619940277,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15774,SUSACON,Municipal,,999,,VOTOS EN BLANCO,,,3,0
619940278,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15776,SUTAMARCHAN,Municipal,18480001,51,1,PAEZ,CASTELLANOS,JOSE JOAQUIN,975,1
619940278,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15776,SUTAMARCHAN,Municipal,,994,,RESTO DE VOTACION,,,1058,0
619940278,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15776,SUTAMARCHAN,Municipal,,998,,VOTOS NULOS,,,68,0
619940278,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15776,SUTAMARCHAN,Municipal,,999,,VOTOS EN BLANCO,,,4,0
619940279,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15778,SUTATENZA,Municipal,18480001,51,1,SASTOQUE,MEDINA,JUAN DE JESUS,937,1
619940279,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15778,SUTATENZA,Municipal,,994,,RESTO DE VOTACION,,,688,0
619940279,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15778,SUTATENZA,Municipal,,998,,VOTOS NULOS,,,104,0
619940279,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15778,SUTATENZA,Municipal,,999,,VOTOS EN BLANCO,,,4,0
619940280,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15790,TASCO,Municipal,18480001,51,1,FUENTES,A,MARCO AURELIO,1323,1
619940280,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15790,TASCO,Municipal,,994,,RESTO DE VOTACION,,,1206,0
619940280,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15790,TASCO,Municipal,,998,,VOTOS NULOS,,,147,0
619940280,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15790,TASCO,Municipal,,999,,VOTOS EN BLANCO,,,14,0
619940281,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15798,TENZA,Municipal,18490002,51,1,BERNAL,RODRIGUEZ,JOSE MIGUEL,1050,1
619940281,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15798,TENZA,Municipal,,994,,RESTO DE VOTACION,,,892,0
619940281,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15798,TENZA,Municipal,,998,,VOTOS NULOS,,,79,0
619940281,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15798,TENZA,Municipal,,999,,VOTOS EN BLANCO,,,8,0
619940282,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15804,TIBANA,Municipal,18480001,51,1,CABEZA,PULIDO,SEGUNDO,2465,1
619940282,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15804,TIBANA,Municipal,,994,,RESTO DE VOTACION,,,0,0
619940282,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15804,TIBANA,Municipal,,998,,VOTOS NULOS,,,409,0
619940282,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15804,TIBANA,Municipal,,999,,VOTOS EN BLANCO,,,139,0
619940283,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15806,TIBASOSA,Municipal,18490002,51,1,CARRERO,S,LUIS GUILLERMO,1271,1
619940283,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15806,TIBASOSA,Municipal,,994,,RESTO DE VOTACION,,,910,0
619940283,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15806,TIBASOSA,Municipal,,998,,VOTOS NULOS,,,107,0
619940283,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15806,TIBASOSA,Municipal,,999,,VOTOS EN BLANCO,,,11,0
619940284,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15808,TINJACA,Municipal,18490002,51,1,RONCANCIO,,GENTIL GABRIEL,485,1
619940284,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15808,TINJACA,Municipal,,994,,RESTO DE VOTACION,,,465,0
619940284,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15808,TINJACA,Municipal,,998,,VOTOS NULOS,,,33,0
619940284,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15808,TINJACA,Municipal,,999,,VOTOS EN BLANCO,,,10,0
619940285,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15810,TIPACOQUE,Municipal,18480001,51,1,PEREZ,HERNANDEZ,SAUL,921,1
619940285,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15810,TIPACOQUE,Municipal,,994,,RESTO DE VOTACION,,,628,0
619940285,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15810,TIPACOQUE,Municipal,,998,,VOTOS NULOS,,,68,0
619940285,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15810,TIPACOQUE,Municipal,,999,,VOTOS EN BLANCO,,,10,0
619940286,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15814,TOCA,Municipal,18480001,51,1,BECERRA,BARRETO,ALONSO,1421,1
619940286,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15814,TOCA,Municipal,,994,,RESTO DE VOTACION,,,1511,0
619940286,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15814,TOCA,Municipal,,998,,VOTOS NULOS,,,95,0
619940286,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15814,TOCA,Municipal,,999,,VOTOS EN BLANCO,,,16,0
619940287,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15816,TOGUI,Municipal,18490002,51,1,SANCHEZ,S,GERMAN ALFONSO,1107,1
619940287,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15816,TOGUI,Municipal,,994,,RESTO DE VOTACION,,,968,0
619940287,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15816,TOGUI,Municipal,,998,,VOTOS NULOS,,,58,0
619940287,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15816,TOGUI,Municipal,,999,,VOTOS EN BLANCO,,,17,0
619940288,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15820,TOPAGA,Municipal,19949999,51,1,NUVAN,,CARLOS HUMBERTO,685,1
619940288,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15820,TOPAGA,Municipal,,994,,RESTO DE VOTACION,,,575,0
619940288,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15820,TOPAGA,Municipal,,998,,VOTOS NULOS,,,30,0
619940288,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15820,TOPAGA,Municipal,,999,,VOTOS EN BLANCO,,,2,0
619940289,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15822,TOTA,Municipal,18480001,51,1,ROJAS,MORA,PEDRO NEL,600,1
619940289,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15822,TOTA,Municipal,,994,,RESTO DE VOTACION,,,810,0
619940289,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15822,TOTA,Municipal,,998,,VOTOS NULOS,,,103,0
619940289,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15822,TOTA,Municipal,,999,,VOTOS EN BLANCO,,,28,0
619940290,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15832,TUNUNGUA,Municipal,18480001,51,1,MORENO,C,GIL ROBERTO,276,1
619940290,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15832,TUNUNGUA,Municipal,,994,,RESTO DE VOTACION,,,329,0
619940290,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15832,TUNUNGUA,Municipal,,998,,VOTOS NULOS,,,7,0
619940290,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15832,TUNUNGUA,Municipal,,999,,VOTOS EN BLANCO,,,0,0
619940291,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15835,TURMEQUE,Municipal,18480001,51,1,MORENO,MUNOZ,JOSE ANTONIO,1601,1
619940291,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15835,TURMEQUE,Municipal,,994,,RESTO DE VOTACION,,,882,0
619940291,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15835,TURMEQUE,Municipal,,998,,VOTOS NULOS,,,113,0
619940291,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15835,TURMEQUE,Municipal,,999,,VOTOS EN BLANCO,,,6,0
619940292,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15837,TUTA,Municipal,18480001,51,1,GOMEZ,LOPEZ,ALCIDES,1220,1
619940292,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15837,TUTA,Municipal,,994,,RESTO DE VOTACION,,,1292,0
619940292,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15837,TUTA,Municipal,,998,,VOTOS NULOS,,,60,0
619940292,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15837,TUTA,Municipal,,999,,VOTOS EN BLANCO,,,48,0
619940293,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15839,TUTASA,Municipal,18480001,51,1,ALARCON,,ALIRIO DE JESUS,471,1
619940293,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15839,TUTASA,Municipal,,994,,RESTO DE VOTACION,,,360,0
619940293,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15839,TUTASA,Municipal,,998,,VOTOS NULOS,,,19,0
619940293,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15839,TUTASA,Municipal,,999,,VOTOS EN BLANCO,,,9,0
619940294,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15842,UMBITA,Municipal,18490002,51,1,MARTINEZ,,HERALDO DE JESUS,1635,1
619940294,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15842,UMBITA,Municipal,,994,,RESTO DE VOTACION,,,1360,0
619940294,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15842,UMBITA,Municipal,,998,,VOTOS NULOS,,,112,0
619940294,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15842,UMBITA,Municipal,,999,,VOTOS EN BLANCO,,,13,0
619940295,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15861,VENTAQUEMADA,Municipal,18480001,51,1,REINA,GIL,EDGAR,1542,1
619940295,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15861,VENTAQUEMADA,Municipal,,994,,RESTO DE VOTACION,,,2749,0
619940295,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15861,VENTAQUEMADA,Municipal,,998,,VOTOS NULOS,,,132,0
619940295,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15861,VENTAQUEMADA,Municipal,,999,,VOTOS EN BLANCO,,,10,0
619940296,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15879,VIRACACHA,Municipal,18490002,51,1,ARIAS,G,WILSON FRANCISCO,926,1
619940296,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15879,VIRACACHA,Municipal,,994,,RESTO DE VOTACION,,,338,0
619940296,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15879,VIRACACHA,Municipal,,998,,VOTOS NULOS,,,78,0
619940296,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15879,VIRACACHA,Municipal,,999,,VOTOS EN BLANCO,,,12,0
619940297,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15897,ZETAQUIRA,Municipal,18490002,51,1,BONILLA,RAMIREZ,ROSENDO,1052,1
619940297,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15897,ZETAQUIRA,Municipal,,994,,RESTO DE VOTACION,,,678,0
619940297,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15897,ZETAQUIRA,Municipal,,998,,VOTOS NULOS,,,58,0
619940297,1994,Alcaldía Municipal,Octubre 30,15,BOYACA,15897,ZETAQUIRA,Municipal,,999,,VOTOS EN BLANCO,,,7,0
619940298,1994,Alcaldía Municipal,Octubre 30,17,BOYACA,17001,MANIZALES,Municipal,19949998,50,1,ARIAS,ARANGO,MAURICIO,45560,1
